file,start_time,axis,rms,std,peak_to_peak,time_skew,time_kurtosis,band_energy_ratio,dominant_freq,spectral_centroid,peak_count,spectral_kurtosis,cluster,key,chatter_label
4mm550_cleaned.csv,6.998241979,X,0.10077557209778747,0.10077502037467422,0.560855857407426,0.012943356598581666,-0.21023975892419866,0.9823613812919841,111.0,112.26000906507592,43,9.078146260073149,1,4mm550_cleaned.csv_6.998241979_X,1
4mm550_cleaned.csv,6.998241979,Y,0.14306539038611837,0.14306394063150085,0.7333218283692028,-0.02288996999692969,-0.40333479502792446,0.95116941799165,152.0,136.40483511136384,53,0.9282606203283343,1,4mm550_cleaned.csv_6.998241979_Y,1
4mm550_cleaned.csv,6.998241979,Z,0.06912471746953626,0.06912316649262341,0.4169338337586943,-0.12292513981358537,-0.04081852850148726,0.9817425298797061,150.0,119.80677129388127,44,7.668059927112298,1,4mm550_cleaned.csv_6.998241979_Z,1
4mm550_cleaned.csv,7.997990989,X,0.10650647910282636,0.10650622823571489,0.5291305363991181,0.05860724739307162,-0.5446915433817487,0.9854200729650489,111.0,113.06618661637758,41,8.361816611175795,1,4mm550_cleaned.csv_7.997990989_X,1
4mm550_cleaned.csv,7.997990989,Y,0.1349435741012087,0.1349429703457025,0.8000163403946137,0.01660144676095039,-0.052943730193062866,0.8992480288706037,153.0,138.9124822326312,56,1.2028705184603679,1,4mm550_cleaned.csv_7.997990989_Y,1
4mm550_cleaned.csv,7.997990989,Z,0.07367395484716222,0.07367356240581958,0.3872659951546655,0.0008773241870850169,-0.46235645773515044,0.9887482165971438,92.0,119.98384723616361,49,4.859587640373221,1,4mm550_cleaned.csv_7.997990989_Z,1
4mm550_cleaned.csv,8.997739843,X,0.08921469953252699,0.08921456617470261,0.5545678365396306,0.08054409400901484,-0.002988874431251176,0.9833437937158572,109.0,113.92192409180913,45,4.476612175028791,1,4mm550_cleaned.csv_8.997739843_X,1
4mm550_cleaned.csv,8.997739843,Y,0.14703178103926579,0.14703175231888607,1.0499386392206655,0.0017809186591365989,0.6949611334317205,0.9504157834166701,145.0,140.04167638417294,56,3.702508835729173,1,4mm550_cleaned.csv_8.997739843_Y,1
4mm550_cleaned.csv,8.997739843,Z,0.07115384533756085,0.07115365460515545,0.35725376142968024,-0.11851123962214194,-0.47025834430469127,0.9898040420219866,100.0,121.23933458448741,51,4.217012828200897,1,4mm550_cleaned.csv_8.997739843_Z,1
4mm550_cleaned.csv,9.997488698,X,0.12494506954835853,0.12494506476498037,0.6401491696233219,0.012715550415098177,-0.500470288637517,0.9928835685001751,111.0,113.79551220856303,22,14.87007549249924,1,4mm550_cleaned.csv_9.997488698_X,1
4mm550_cleaned.csv,9.997488698,Y,0.1446746959306799,0.1446738114863803,0.9719372737794714,0.07009751371837825,0.27611500425325586,0.9809842138055355,149.0,136.84598870914928,53,2.6467783723781535,1,4mm550_cleaned.csv_9.997488698_Y,1
4mm550_cleaned.csv,9.997488698,Z,0.07031418190064986,0.07031414979150966,0.399428257049383,0.05134424645852963,-0.10226592423030079,0.9911992078973847,92.0,120.61600061724025,47,4.784304341961737,1,4mm550_cleaned.csv_9.997488698_Z,1
4mm550_cleaned.csv,10.997237448,X,0.11627649602181747,0.11627643816587341,0.6435398110228032,0.051727679507543596,-0.14803053971321845,0.9924066372856866,110.0,112.18280068972607,23,25.0815862660243,1,4mm550_cleaned.csv_10.997237448_X,1
4mm550_cleaned.csv,10.997237448,Y,0.13853189038453784,0.13853013208258919,0.7656090246339039,-0.013857170425561059,-0.054087783315232674,0.9381434784774427,159.0,132.59543955728057,56,0.5437201082226686,1,4mm550_cleaned.csv_10.997237448_Y,1
4mm550_cleaned.csv,10.997237448,Z,0.06825210268922688,0.06825138229921578,0.45428729555313285,0.04486452662630093,0.3104745880461026,0.9836308622676365,101.0,118.18499024682336,50,8.120057442502066,1,4mm550_cleaned.csv_10.997237448_Z,1
4mm550_cleaned.csv,11.996986093,X,0.10227124580227534,0.10227037308637249,0.5637303618639202,0.011606599268459993,-0.35339341268935875,0.9786956520543444,110.0,111.90782112663378,47,7.198229350609848,1,4mm550_cleaned.csv_11.996986093_X,1
4mm550_cleaned.csv,11.996986093,Y,0.14866502886525645,0.1486646367761072,0.8180274344772123,-0.0375541741487446,-0.20070094980828435,0.9118586134840905,203.0,136.58901780966565,54,2.0814949521310933,1,4mm550_cleaned.csv_11.996986093_Y,1
4mm550_cleaned.csv,11.996986093,Z,0.07447473549452922,0.07447453919494353,0.4044635302761658,0.039388715178668175,-0.09131789482602803,0.9745402460300612,92.0,119.16671255139917,43,9.456312001133089,1,4mm550_cleaned.csv_11.996986093_Z,1
4mm550_cleaned.csv,12.996734531,X,0.11044685004552952,0.1104459205079365,0.5967145848758519,-0.009286594720345823,-0.2647265118251654,0.9880093672381081,111.0,111.81322983102683,25,30.4285827167919,1,4mm550_cleaned.csv_12.996734531_X,1
4mm550_cleaned.csv,12.996734531,Y,0.1356153460773486,0.13561534024642713,0.7666890554997263,-0.06939363610754602,-0.22746372401289783,0.974396283347294,152.0,135.14844098608776,54,2.704069136754711,1,4mm550_cleaned.csv_12.996734531_Y,1
4mm550_cleaned.csv,12.996734531,Z,0.06346257664565648,0.06346245160432132,0.3385822986622403,-0.04935551156631312,-0.3207445682460741,0.9903978038099687,92.0,120.00618127076223,52,3.934057560510902,1,4mm550_cleaned.csv_12.996734531_Z,1
4mm550_cleaned.csv,13.996482656,X,0.11369091561250241,0.11369028355293405,0.7171306613593333,0.014045704467373537,-0.16460006644936742,0.986600516400676,110.0,113.6632258467723,29,25.45932347863921,1,4mm550_cleaned.csv_13.996482656_X,1
4mm550_cleaned.csv,13.996482656,Y,0.14847153348058836,0.14847150878711396,0.8734571337086936,0.11537253235520087,0.34783764751752155,0.959006600991057,158.0,137.39636413592712,51,2.487508048217399,1,4mm550_cleaned.csv_13.996482656_Y,1
4mm550_cleaned.csv,13.996482656,Z,0.06999611811294433,0.06999608937267507,0.37317997243977696,-0.043606684872235894,-0.417874295955488,0.986264781445599,100.0,119.78860525255503,47,13.243846948747187,1,4mm550_cleaned.csv_13.996482656_Z,1
4mm550_cleaned.csv,14.99623026,X,0.11214504733071161,0.11214501879304008,0.6367609031401822,0.03692853336219397,-0.46160940881584533,0.9884328508242012,116.0,114.94857933083395,31,13.646218757211852,1,4mm550_cleaned.csv_14.99623026_X,1
4mm550_cleaned.csv,14.99623026,Y,0.14466745058781166,0.14466736388262114,0.6821744050056706,-0.12317711477700805,-0.5015666048405696,0.9419642337536523,152.0,137.91766670305117,48,2.170699431069127,1,4mm550_cleaned.csv_14.99623026_Y,1
4mm550_cleaned.csv,14.99623026,Z,0.06676643339626637,0.0667664274201504,0.36390900490576783,-0.0345962545653902,-0.02272857039649656,0.9879701374218067,92.0,119.8823978902023,48,10.34316845522001,1,4mm550_cleaned.csv_14.99623026_Z,1
